annotation_approver,id,label,text,user
,412,4,This soil bacterium is tractable and has a relatively simple genome and as such is an excellent model system to develop novel mathematical models and experimentally test their predictions.,1
,413,4,"Under starvation, M. xanthus cells coordinate their movement in space and time, bringing tens of thousands of cells together into multicellular aggregates to differentiate into spores.",1
,414,4,This model of prokaryotic development is experimentally tractable and shares many of the complexities that are ubiquitous in developmental systems.,1
,415,4,"With a combination of mathematical modeling approaches and quantitative experiments, this project will uncover the interactions and signaling mechanisms that control three distinct stages of developmental self-organization.",1
,416,4,"To this end, the research builds on the previously fruitful methodology to connect these interactions with the observed population phenotypes.",1
,417,4,"The emphasis of the mathematical component of this research is on the advancement of agent-based and kinetic models that go beyond the existing, oversimplified models of the phenomena that postulate and analyze a single mechanism for self-organization.",1
,418,4,The resulting predictions will be tested experimentally using genetic or environmental perturbations.,1
,419,4,"Broader impacts include developing novel and widely applicable methodology to understand multicellular patterns, cross-disciplinary training for participating students, and educational and outreach activities based on the research results and methods.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,420,3,The project concerns the anomalous spectral and diffusive properties of quasiperiodic and other deterministic and random structures.,1
,421,3,This is research on the fundamental properties of disordered systems that serve as models of systems with impurities.,1
,422,4,"Quasiperiodic operators provide central or important models for integer quantum Hall effect, experimental quasicrystals and the quantum chaos theory.",1
,423,3,"The development of the rigorous theory is expected to contribute to the understanding of all the above phenomena, and in particular, may lead to finding new materials with desired physical properties.",1
,424,3,Disordered systems are also used in modeling many other micro and macro effects: from quantum localization to earthquakes.,1
,425,3,The proposed topics include studying properties of both highly and weakly disordered systems of Quantum Mechanics that demonstrate certain anomalous behavior.,1
,426,3,An integral part of the project concerns educating graduate students and other young researchers.,1
,427,6,<br/><br/>The project consists of several parts.,1
,428,5,One is to prove the extended states for multidimensional quasiperiodic operators.,1
,429,5,Another is to study the effects of interaction in tight-binding quasi-periodic models.,1
,430,5,"One more is to develop a new, determinantal, approach to multidimensional Anderson localization.",1
,431,5,Other important objectives are the study of issues related to certain models of quantum chaos.,1
,432,3,"The project involves the continuing development of non-perturbative methods for the proofs of localization type effects both in Schrodinger operators and in quantum spin systems, percolation and contact processes in disordered environments, as well as for the study of absolutely continuous spectrum.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,433,3,"This project aims to develop three co-located bristlecone pine proxies to address three very different and key fundamental aspects of Holocene climate that include precipitation variability, temperature variability, and volcanism.",1
,434,3,Long proxy records of these three variables can be used to both drive and evaluate general circulation models thereby providing a testing ground for further understanding of Holocene climate dynamics.,1
,435,3,"The goal of this project is to significantly improve the evaluation of Holocene-scale paleoclimatic change in western North America.<br/><br/>The potential Broader Impacts include developing a dataset of new measurements and analyses of Holocene climate, participation and support of students in the project, development of new educational exhibits at the Arizona's Laboratory of Tree-Ring Research (LTRR) which sees over 10,000 individuals per year (including K-12, University students, and the public), and recruiting and working with minority students through the Society for Advancement of Chicanos and Native Americans (SACNAS) via Western Washington University.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,436,3,This objective of this research project is to benefit the national interests by advancing the field of thermoacoustic energy generation using innovative concepts in metamaterials and acoustic wave control.,1
,437,3,Such systems have the potential to revolutionize modern-era energy generation by providing a clean and sustainable alternative to traditional energy systems.,1
,438,3,Thermoacoustic systems involve no combustion and therefore mitigate major concerns over the environmental footprint of fossil-fuel-based energy in the U.S. economy.,1
,439,3,"The realization of thermoacoustic systems has the potential to impact a wide range of applications including space power generation, solar energy scavenging and waste heat recovery.",1
,440,4,Almost all thermoacoustic systems suffer from two inherent limitations: Low power density and design complexity.,1
,441,3,This award supports fundamental research to address both limitations by leveraging tools from dynamics and controls combined with the unique wave filtering capabilities of acoustic metamaterials.,1
,442,3,"The multi-disciplinary project will develop new tools to enhance the learning experience of students in the fields of dynamics, acoustics and sustainable energy generation, and will broaden participation of underrepresented groups through a range of outreach activities.",1
,443,4,<br/><br/>ThermoAcoustic Generators (TAGs) are devices engineered to spontaneously generate powerful sound waves from a heat source which are then harnessed as electricity or mechanical motion.,1
,444,3,They have the potential to approach the entropic limit imposed by thermodynamics.,1
,445,3,This project seeks to reach this limit by developing a novel class of metamaterial-based TAGs which rely on the optimal control of phasing between pressure and velocity which prevents the formation of permanent standing waves in the acoustic resonator.,1
,446,4,The desirable acoustic conditions are achieved without additional bulk structures.,1
,447,4,"Instead, inevitable nonlinearities emerging from the small and complex pores of the thermoacoustic stack will be used to synthesize a new TAG chamber that enables traveling thermoacoustic waves to propagate to one end of the resonator (where energy scavenging takes place via electro-acoustic transduction) while impeding boundary reflections.",1
,448,4,This work will combine tools from dynamic systems theory with state-of-the-art experimental and laboratory-scale investigations.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.,1
,449,3,The emerging internet of things (IoT) paradigm is predicted to support extremely large networks with a massive number of devices.,1
,450,3,"Given the importance that IoT device are expected to play in the future communication infrastructure, it is important to understand the fundamental limits of performance of such large networks.",1
,451,4,Classically the performance limits of communications networks are studied by using a framework of information theory -- a science put forth by the pioneering engineer and scientist Claude Shannon.,1
,452,3,The goal of this research is to expand the set of tools needed for the analysis of future communication networks.,1
,453,3,"Specifically, the aim is to bring necessary tools from estimation theory---a branch of statistics dealing with the recovery of noisy data.",1
,454,4,The proposed work will advance knowledge by developing a unified view of communication networks through the lens of information and estimation theories.,1
,455,3,"In summary, the successful completion of the project is expected to contribute new mathematical and engineering tools, fundamentally new perspectives and models, in order to enable efficient design of the next generation of communication infrastructure.<br/><br/>A specific goal of this research is to study information flow over large networks by using a network transform that maps a problem of information flow over an arbitrary network to a well-structured estimation theoretic problem.",1
,456,3,"In other words, instead of analyzing the problem in the classical information theoretic domain, the proposed transform offers a new estimation theoretic domain for analyzing performance of communication networks.",1
,457,4,The key attractive feature of the proposed network transform is that the underlying estimation theoretic optimization problem is a tractable one.,1
,458,3,"By providing new insights and tools for studying optimal information flow over the networks via estimation theoretic techniques, this research has the potential not only to advance theory but also to improve latency, energy efficiency and robustness of emerging IoT applications.",1
,459,4,"This project is a collaborative effort between researchers in the US and Israel, with funding for Israeli researchers provided by the Bi-National Science Foundation (BSF).<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,460,4,Research Initiation Awards provide support for junior and mid-career faculty at Historically Black Colleges and Universities who are building new research programs or redirecting and rebuilding existing research programs.,1
,461,4,"It is expected that the award helps to further the faculty member's research capability and effectiveness, improves research and teaching at the home institution, and involves undergraduate students in research experiences.",1
,462,4,The award to Fayetteville State University has potential broader impacts in a number of areas.,1
,463,3,"The goal of the project is to obtain a better understanding of the thermal, optical, and electronic properties of organic semiconductors.",1
,464,3,"Such understanding will provide guidelines for the design, synthesis and fabrication of highly efficient polymer solar cells to the renewable energy industry.",1
,465,4,"Undergraduate students will gain research experiences and the research will be integrated in an undergraduate course.<br/><br/>The research goals of the project are to (1) investigate the conditions for optimum solar cell coverage, (2) examine the impact of polymer conformation, molecular architecture of acceptors, and nano-morphology on charge generation, (3) understand the interface electronic properties in connection with charge separation dynamics, and (4) determine the importance of charge and thermal transport in non-fullerene polymer solar cells.",1
,466,3,"Optical spectroscopy, charge transport measurements and morphological and structural characterizations will be used for completion of the project.",1
,467,3,The findings from this research will provide future directions for polymer and non-fullerene acceptor synthesis and the design of high efficiency organic electronic devices for solar cell applications.,1
,468,4,"Investigation and improvement of these structures not only furthers our understanding of photophysical processes in organic semiconductors, but also impacts the world by providing inexpensive, renewable, green energy.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,469,4,"The resilience of human-nature systems at the nexus of food, energy, and water (FEW) is threatened by environmental change such as increasing climate extremes, growing population demands, and evolving land use.",1
,470,4,"Actionable strategies for improving both U.S. and China's agricultural, economic, and environmental sustainability must be developed through better understanding of how their mutual interactions with climate affect the evolution of the coupled FEW systems.",1
,471,3,"The research project integrates state-of-the-art knowledge and modeling capabilities in climate, hydrologic, agronomic, biogeochemical, engineering, and economic sciences.",1
,472,3,"The investigation will build a framework to realistically couple, predict and apply interactive water, carbon, and nitrogen cycle processes with agricultural practices, resource management and government policies to address critical issues of vulnerability, resilience and sustainability in regional FEW systems.",1
,473,3,"The U.S.-China comparison will determine the importance of human activities in enhancing or reducing FEW system resilience, and thereby to provide science-based decision support to navigate sustainable resources use for food and energy crops production.",1
,474,3,The project includes an international exchange program to support education of the next generation of scientists in a transdisciplinary research framework in which the cross-fertilization of ideas is central.,1
,475,4,"Students will be engaged in all aspects of the project and collaborate with senior scientists in both U.S. and China teams, preparing these broadly trained researchers on new approaches critical for the future.",1
,476,3,"<br/><br/>The overarching goal of this project is to develop, evaluate, and apply a coupled modeling framework to address the adaptability of China's Food production-Energy development-Water supply systems (CFEW).",1
,477,4,"The framework will incorporate environmental changes and human activities in the Yellow River Basin, where demands on these systems are in sharp conflict.",1
,478,4,"The study will include the production of the main food and bioenergy crops; energy development from hydropower, coal reserves and biomass feedstocks; and the water supply management that includes reservoir operation, flood control, and irrigation strategy.",1
,479,3,"The proposed approach explicitly incorporates interdependency, human-centric, and extremality hypotheses to enable deeper understanding of the natural-socioeconomic interactions underpinning China's FEW systems resilience and sustainability.",1
,480,3,"The primary objectives are to: (1) develop CFEW to represent the multi-scale interactions and coevolution of regional FEW systems with climate and hydrologic processes responding to major environmental factors and human interventions; (2) understand key feedback mechanisms driving FEW systems and regional differences linking natural variations with human activities; (3) determine potential thresholds in these systems at which changes to human activities damage China's food, energy and water security and overall system resilience and adaptability, and (4) identify sustainable food and energy production pathways under limited land/water resources along with effective uses of the diversion water to contain these damages.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,481,3,"The award supports research in algebraic geometry, a central branch of mathematics which aims to understand, both practically and conceptually, solutions of systems of polynomial equations in many variables.",1
,482,3,"Algebraic geometry has important applications to other fields of mathematics, such as number theory, topology, and analysis, as well as to physics, biology, cryptography, and engineering.",1
,483,4,"Young researchers including graduate students will be involved in this project.<br/><br/>The PI will work on a variety of topics centered around degenerations of algebraic varieties and functorial, geometrically meaningful compactifications of their moduli spaces.",1
,484,4,"The central part of the project is the study of functorial compactifications of moduli spaces of K-trivial varieties, such as K3 surfaces, hyperkahler varieties, Calabi-Yau varieties, and abelian varieties, including both explicit descriptions of these compactifications, as well as their properties such as Kodaira dimension and canonical models.",1
,485,4,A separate project is on the volumes of log surfaces.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.,1
,486,3,This project explores the health impacts of intensive mothering.,1
,487,4,Women spend far more time with their children today than in the past several decades.,1
,488,4,The high cost to parenting may create tensions between investment in children and investment in self.,1
,489,3,Three principal research questions are addressed: 1) How intensive mothering beliefs and behaviors affect maternal physical health; 2) How the effects in 1) vary by social class and employment status; and 3) How the relationship between intensive mothering and child health is affected by maternal physical health.,1
,490,3,Findings will have implications for both formal health policies and more informal advocacy for maternal self-care.<br/><br/>This study will conduct a longitudinal analysis using panel data from the Avon Longitudinal Survey of Parents and Children (ALSPAC).,1
,491,3,"This will allow disentangling of the relationships between modern motherhood, maternal health, and child health.",1
,492,3,"The project will address past contradictory evidence on motherhood, social class, and employment status.",1
,493,4,"In addition, it will address recent debates in the literature surrounding the operationalization of intensive mothering.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,494,4,"There is a tension in neuroscience between the emergent phenomena of interested, such as learning and memory, and the level at which most data are acquired.",1
,495,4,"For example, numerous experimental labs study how the strengths of synaptic connections and their dynamics affect cognition by establishing empirical correlations between in vitro electrophysiology measurements and data collected in animal behavioral experiments.",1
,496,4,"However, these correlations fall short of causal explanations: to date, there exist no mechanisms connecting recordings in individual neurons and synapses with cognitive learning dynamics.",1
,497,5,"The problem is not due to a lack of observations at either the neuronal or the systemic level; rather, it reflects a principal gap in our ability to link these two scales.",1
,498,5,"Even if a full description of every neuron in the brain could be produced, there would still be a gap in our ability to transition from local data to making qualitative conclusions about how it combines to produce systemic cognitive outcomes.",1
,499,5,"Addressing this problem requires a conceptual framework encompassing a computational model that would link the experimentally derived characteristics of individual cells with effects of those characteristics at the ensemble level.<br/> <br/>The proposed research aims to provide a way to establish such a connection: developing a data-driven, systemic model of hippocampal spatial learning based on the parameters of the hippocampal synaptic architecture, including the parameters of synaptic plasticity, using novel topological and geometric techniques.",1
,500,5,"Recent developments in Algebraic Topology will be used to integrate the parameters of synaptic connectivity and synaptic plasticity (e.g., long- and short-term potentiation and depression), to study structure of this map, the mechanisms of its formation and deterioration, and to evaluate the time required to produce a spatial map of a given environment, etc.",1
,501,5,"This project is a natural evolution of prior work done by the Dabaghian group on modeling the mechanisms of spatial learning, based on algebraic topology methods developed by the M?moli group.",1
,502,3,"The theory-based insight into learning phenomena will produce a qualitatively better understanding of how to interpret data, how to design new experiments, what variables should be targeted in measurements, as well as how to minimize use of animals, and in general how to optimize use physical and intellectual resources.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,503,4,"The 17th International Conference on Permutation Patterns will be held at University of Zurich in Switzerland from June 17 to June 21, 2019.",1
,504,4,"The 18th edition of the conference will be held at Valparaiso University (Valparaiso, Indiana) from June 29 to July 3, 2020.",1
,505,4,"The conference will provide a high quality program of speakers in the area of permutation patterns with opportunities for collaboration between junior and senior researchers, as well as between participants from around the world.",1
,506,4,"Each year the conference will feature two plenary one-hour speakers and a number of contributed talks, each thirty minutes long.",1
,507,4,Researchers will present their new results and there will be time for open discussions to explore unsolved problems in the field.,1
,508,3,This award supports travel to the conference by students and early career mathematicians from the United States.,1
,509,4,This conference is part of a series of annual conferences devoted to the area of permutation patterns.,1
,510,3,"Ever since the first conference in 2003, which was hosted by the University of Otago in New Zealand, it has been held every year at different institutions around the world: in North America, Europe, and Australasia.<br/><br/>The conference will feature current research in the area of permutation patterns and its applications.",1
,511,3,"Major themes in the conference include the structural theory of pattern classes, asymptotic behavior of pattern classes, generalized pattern avoidance, packing densities, and algorithmic and decidability problems.",1
,512,4,"Research in the area is influenced by theoretical computer science, and traces its historical origins to the study of sorting machines.",1
,513,5,"Combinatorial interest in permutation patterns focuses on centrally important enumeration and packing problems, for instance the extremal problem to determine how one pattern can be embedded as often as possible in a permutation.",1
,514,5,"The statistics of permutations also enters into the picture, garnering attention from probabilists.",1
,515,3,The conference is expected to have a wide impact on a variety of different research areas in mathematics and computer science.,1
,516,4,The website for the 2019 conference is at https://sites.google.com/view/permutation-patterns-2019/ and more information about the conference series is available at: https://blogs.valpo.edu/permpat/.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.,1
,517,3,Minimal rigorous research has been conducted on the effect of various supports for quality mathematics instruction and providing guidance on the development and use of Elementary Mathematics Specialists (EMSs) on student achievement.,1
,518,3,"Portland Public Schools (PPS), Portland State University, and RMC Research Corporation will study the Developing Leaders Transforming Practice (DLTP) intervention, which aims to improve teachers' instructional practices, increase student mathematics understanding and achievement.",1
,519,3,The project team will evaluate the efficacy and use of EMSs by testing four implementation models that consider the various ways EMSs are integrated into schools.,1
,520,5,"DLTP builds on EMS research, investigating EMSs both as elementary mathematics teachers and coaches by articulating four models and examining their efficacy for both student and teacher learning.",1
,521,3,This study has the potential to provide benefits both within and beyond PPS as it informs the preparation and use of EMSs.,1
,522,4,Determining which model is best in certain contexts provides a focus for the expansion of mathematics support.,1
,523,5,<br/><br/>DLTP enhances the research base by examining the effect of teacher PD on student achievement through a rigorous quasi-experimental design.,1
,524,3,The project goals will be met by addressing 4 research questions: 1) What is the effect of the intervention on teacher leadership?,1
,525,3,; 2) What is the effect of the intervention on teachers' use of research-based instructional practices?,1
,526,3,; 3) What is the effect of the intervention on a school's ability to sustain ongoing professional learning for teachers?,1
,527,3,; and 4) What is the effect of the intervention on student mathematics achievement?,1
,528,5,"Twelve elementary schools in PPS will select elementary teachers to participate in the DLTP and adopt an implementation model that ranges from direct to diffuse engagement with students: elementary mathematics teacher, grade level coach, grade-level and building-level coach, or building-level coach.",1
,529,5,"The research team will conduct 4 major studies that include rigorous quasi-experimental designs and a multi-method approach to address the research questions: leadership study, instructional practices study, school study, and student achievement study.",1
,530,3,"Several tools will be created by the project - a leadership rubric designed to measure changes in EMS mathematics leadership because of the project and a 5-part teacher survey designed capture EMS leadership skills, pedagogical content knowledge, use of research-based practices, and school climate for mathematics learning as well as implementation issues.<br/><br/>The Discovery Research K-12 program (DRK-12) seeks to significantly enhance the learning and teaching of science, technology, engineering and mathematics (STEM) by preK-12 students and teachers, through research and development of innovative resources, models, and tools.",1
,531,4,Projects in the DRK-12 program build on fundamental research in STEM education and prior research and development efforts that provide theoretical and empirical justification for proposed projects.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.,1
,532,4,Excessive nitrogen (N) releases from wastewater treatment plants can lead to ecosystem harm through eutrophication.,1
,533,4,"Eutrophication is the excessive growth of algae stimulated by N. In extreme cases, eutrophication can lead to widespread loss of oxygen and fish kills when the algae die.",1
,534,4,N in wastewater is typically removed by oxidation to nitrate in a process called nitrification and subsequent reduction to gaseous nitrogen in a process called denitrification.,1
,535,4,Nitrification and denitrification have been used for N removal in wastewater treatment plants for decades.,1
,536,4,"However, this process is highly energy intensive.",1
,537,4,More recently treatment plants have sought to utilize ANaerobic AMMonia OXidation (ANAMMOX) to remove N with less energy.,1
,538,4,"ANAMMOX has been adopted internationally, with several full-scale plants currently operational.",1
,539,4,"In contrast, the acceptance of ANAMMOX in the United States has been relatively limited.",1
,540,4,This is due in part to concerns about process inhibition due to external perturbations.,1
,541,3,"In this project, researchers will study the effect of external perturbations by nitrite, sulfide and recalcitrant carbon on ANAMMOX process stability.",1
,542,5,This will be achieved by studying the response of the microbial community to these perturbations in laboratory scale reactors.,1
,543,5,The research team will collaborate with the wastewater treatment utility DC Water.,1
,544,4,"Graduate, undergraduate, and K-12 students will obtain industrial and entrepreneurial experiences though this collaboration.",1
,545,3,"This project will significantly enhance our understanding of the ANAMMOX process, potentially leading to successful full-scale applications in the United States.",1
,546,3,"The project focus on managing the N cycle directly addresses one the ""14 Grand Challenges of the 21st Century"" identified by the National Academy of Engineering.",1
,547,4,"<br/><br/><br/> <br/>Despite over three decades of extensive research, several factors still prevent widespread implementation of the ANAMMOX process for wastewater treatment.",1
,548,4,"Currently, there are no studies that have focused on understanding the response of ANAMMOX reactors to external perturbations at the proteomic and molecular levels, and very few studies have examined the role of other bacteria (i.e.",1
,549,4,flanking community) in ANAMMOX enrichments.,1
,550,5,"This project will address these knowledge gaps by generating fundamental information on ANAMMOX communities using metagenomics, metatranscriptomics, and proteomics.",1
,551,3,"These results will enable more robust engineering control and adoption of this innovative nitrogen cycling technology to address managing the nitrogen cycle as one of the National Academy of Engineering ""14 Engineering Grand Challenges of the 21st Century"".",1
,552,4,This project will be carried out by a collaboration between researchers at the University of Utah and the wastewater treatment utility DC Water.,1
,553,5,"Utah researchers will provide expertise in fundamental science of reactor operation, bacterial community analysis, bacterial biokinetic and toxicity analysis, while DC Water will provide student training and internship opportunities for the translation of the work into full scale application.",1
