annotation_approver,id,label,text,user
,412,4,This soil bacterium is tractable and has a relatively simple genome and as such is an excellent model system to develop novel mathematical models and experimentally test their predictions.,1
,413,4,"Under starvation, M. xanthus cells coordinate their movement in space and time, bringing tens of thousands of cells together into multicellular aggregates to differentiate into spores.",1
,414,4,This model of prokaryotic development is experimentally tractable and shares many of the complexities that are ubiquitous in developmental systems.,1
,415,4,"With a combination of mathematical modeling approaches and quantitative experiments, this project will uncover the interactions and signaling mechanisms that control three distinct stages of developmental self-organization.",1
,416,4,"To this end, the research builds on the previously fruitful methodology to connect these interactions with the observed population phenotypes.",1
,417,4,"The emphasis of the mathematical component of this research is on the advancement of agent-based and kinetic models that go beyond the existing, oversimplified models of the phenomena that postulate and analyze a single mechanism for self-organization.",1
,418,4,The resulting predictions will be tested experimentally using genetic or environmental perturbations.,1
,419,4,"Broader impacts include developing novel and widely applicable methodology to understand multicellular patterns, cross-disciplinary training for participating students, and educational and outreach activities based on the research results and methods.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,420,3,The project concerns the anomalous spectral and diffusive properties of quasiperiodic and other deterministic and random structures.,1
,421,3,This is research on the fundamental properties of disordered systems that serve as models of systems with impurities.,1
,422,4,"Quasiperiodic operators provide central or important models for integer quantum Hall effect, experimental quasicrystals and the quantum chaos theory.",1
,423,3,"The development of the rigorous theory is expected to contribute to the understanding of all the above phenomena, and in particular, may lead to finding new materials with desired physical properties.",1
,424,3,Disordered systems are also used in modeling many other micro and macro effects: from quantum localization to earthquakes.,1
,425,3,The proposed topics include studying properties of both highly and weakly disordered systems of Quantum Mechanics that demonstrate certain anomalous behavior.,1
,426,3,An integral part of the project concerns educating graduate students and other young researchers.,1
,427,6,<br/><br/>The project consists of several parts.,1
,428,5,One is to prove the extended states for multidimensional quasiperiodic operators.,1
,429,5,Another is to study the effects of interaction in tight-binding quasi-periodic models.,1
,430,5,"One more is to develop a new, determinantal, approach to multidimensional Anderson localization.",1
,431,5,Other important objectives are the study of issues related to certain models of quantum chaos.,1
,432,3,"The project involves the continuing development of non-perturbative methods for the proofs of localization type effects both in Schrodinger operators and in quantum spin systems, percolation and contact processes in disordered environments, as well as for the study of absolutely continuous spectrum.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,433,3,"This project aims to develop three co-located bristlecone pine proxies to address three very different and key fundamental aspects of Holocene climate that include precipitation variability, temperature variability, and volcanism.",1
,434,3,Long proxy records of these three variables can be used to both drive and evaluate general circulation models thereby providing a testing ground for further understanding of Holocene climate dynamics.,1
,435,3,"The goal of this project is to significantly improve the evaluation of Holocene-scale paleoclimatic change in western North America.<br/><br/>The potential Broader Impacts include developing a dataset of new measurements and analyses of Holocene climate, participation and support of students in the project, development of new educational exhibits at the Arizona's Laboratory of Tree-Ring Research (LTRR) which sees over 10,000 individuals per year (including K-12, University students, and the public), and recruiting and working with minority students through the Society for Advancement of Chicanos and Native Americans (SACNAS) via Western Washington University.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,436,3,This objective of this research project is to benefit the national interests by advancing the field of thermoacoustic energy generation using innovative concepts in metamaterials and acoustic wave control.,1
,437,3,Such systems have the potential to revolutionize modern-era energy generation by providing a clean and sustainable alternative to traditional energy systems.,1
,438,3,Thermoacoustic systems involve no combustion and therefore mitigate major concerns over the environmental footprint of fossil-fuel-based energy in the U.S. economy.,1
,439,3,"The realization of thermoacoustic systems has the potential to impact a wide range of applications including space power generation, solar energy scavenging and waste heat recovery.",1
,440,4,Almost all thermoacoustic systems suffer from two inherent limitations: Low power density and design complexity.,1
,441,3,This award supports fundamental research to address both limitations by leveraging tools from dynamics and controls combined with the unique wave filtering capabilities of acoustic metamaterials.,1
,442,3,"The multi-disciplinary project will develop new tools to enhance the learning experience of students in the fields of dynamics, acoustics and sustainable energy generation, and will broaden participation of underrepresented groups through a range of outreach activities.",1
,443,4,<br/><br/>ThermoAcoustic Generators (TAGs) are devices engineered to spontaneously generate powerful sound waves from a heat source which are then harnessed as electricity or mechanical motion.,1
,444,3,They have the potential to approach the entropic limit imposed by thermodynamics.,1
,445,3,This project seeks to reach this limit by developing a novel class of metamaterial-based TAGs which rely on the optimal control of phasing between pressure and velocity which prevents the formation of permanent standing waves in the acoustic resonator.,1
,446,4,The desirable acoustic conditions are achieved without additional bulk structures.,1
,447,4,"Instead, inevitable nonlinearities emerging from the small and complex pores of the thermoacoustic stack will be used to synthesize a new TAG chamber that enables traveling thermoacoustic waves to propagate to one end of the resonator (where energy scavenging takes place via electro-acoustic transduction) while impeding boundary reflections.",1
,448,4,This work will combine tools from dynamic systems theory with state-of-the-art experimental and laboratory-scale investigations.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.,1
,449,3,The emerging internet of things (IoT) paradigm is predicted to support extremely large networks with a massive number of devices.,1
,450,3,"Given the importance that IoT device are expected to play in the future communication infrastructure, it is important to understand the fundamental limits of performance of such large networks.",1
,451,4,Classically the performance limits of communications networks are studied by using a framework of information theory -- a science put forth by the pioneering engineer and scientist Claude Shannon.,1
,452,3,The goal of this research is to expand the set of tools needed for the analysis of future communication networks.,1
,453,3,"Specifically, the aim is to bring necessary tools from estimation theory---a branch of statistics dealing with the recovery of noisy data.",1
,454,4,The proposed work will advance knowledge by developing a unified view of communication networks through the lens of information and estimation theories.,1
,455,3,"In summary, the successful completion of the project is expected to contribute new mathematical and engineering tools, fundamentally new perspectives and models, in order to enable efficient design of the next generation of communication infrastructure.<br/><br/>A specific goal of this research is to study information flow over large networks by using a network transform that maps a problem of information flow over an arbitrary network to a well-structured estimation theoretic problem.",1
,456,3,"In other words, instead of analyzing the problem in the classical information theoretic domain, the proposed transform offers a new estimation theoretic domain for analyzing performance of communication networks.",1
,457,4,The key attractive feature of the proposed network transform is that the underlying estimation theoretic optimization problem is a tractable one.,1
,458,3,"By providing new insights and tools for studying optimal information flow over the networks via estimation theoretic techniques, this research has the potential not only to advance theory but also to improve latency, energy efficiency and robustness of emerging IoT applications.",1
,459,4,"This project is a collaborative effort between researchers in the US and Israel, with funding for Israeli researchers provided by the Bi-National Science Foundation (BSF).<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,460,4,Research Initiation Awards provide support for junior and mid-career faculty at Historically Black Colleges and Universities who are building new research programs or redirecting and rebuilding existing research programs.,1
,461,4,"It is expected that the award helps to further the faculty member's research capability and effectiveness, improves research and teaching at the home institution, and involves undergraduate students in research experiences.",1
,462,4,The award to Fayetteville State University has potential broader impacts in a number of areas.,1
,463,3,"The goal of the project is to obtain a better understanding of the thermal, optical, and electronic properties of organic semiconductors.",1
,464,3,"Such understanding will provide guidelines for the design, synthesis and fabrication of highly efficient polymer solar cells to the renewable energy industry.",1
,465,4,"Undergraduate students will gain research experiences and the research will be integrated in an undergraduate course.<br/><br/>The research goals of the project are to (1) investigate the conditions for optimum solar cell coverage, (2) examine the impact of polymer conformation, molecular architecture of acceptors, and nano-morphology on charge generation, (3) understand the interface electronic properties in connection with charge separation dynamics, and (4) determine the importance of charge and thermal transport in non-fullerene polymer solar cells.",1
,466,3,"Optical spectroscopy, charge transport measurements and morphological and structural characterizations will be used for completion of the project.",1
,467,3,The findings from this research will provide future directions for polymer and non-fullerene acceptor synthesis and the design of high efficiency organic electronic devices for solar cell applications.,1
,468,4,"Investigation and improvement of these structures not only furthers our understanding of photophysical processes in organic semiconductors, but also impacts the world by providing inexpensive, renewable, green energy.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",1
,469,4,"The resilience of human-nature systems at the nexus of food, energy, and water (FEW) is threatened by environmental change such as increasing climate extremes, growing population demands, and evolving land use.",1
,470,4,"Actionable strategies for improving both U.S. and China's agricultural, economic, and environmental sustainability must be developed through better understanding of how their mutual interactions with climate affect the evolution of the coupled FEW systems.",1
,471,3,"The research project integrates state-of-the-art knowledge and modeling capabilities in climate, hydrologic, agronomic, biogeochemical, engineering, and economic sciences.",1
